"review_title","review_text","review_star","page"
"







  
  
    Love this phone!!
  
","









  
  
    
  Just received my new phone this week and I am in love with it!! I was so impressed by the quality of my ""renewed"" phone I have now placed an order for another one for my son.  The phone arrived in fantastic condition and the battery has 88% on it.  There was even a case for the phone included!  I would definitely recommend.  I don't think their price and quality can be beat!

  
","4.0 out of 5 stars",35
"







  
  
    So Hot it Hurts To Hold It.
  
","









  
  
    
  The only problem I have with this is that it gets so hot, it literally hurts!!! It is a refurbished phone but still.... was expecting to be able to hold it! Too late to return it so I'm taking to an Apple store with hopes of being able to fix it. So disappointed.

  
","2.0 out of 5 stars",35
"







  
  
    Great value for money
  
","









  
  
    
  It seems to be a replaced screen iPhone X the top wasn’t completely perfect fitted but pressing it got it solvedOtherwise it looked like a brand new phone, in great shape. Too bad the cable and charger are not original

  
","5.0 out of 5 stars",35
"







  
  
    screen popped off within the month
  
","









  
  
    
  when i first got the phone it looked great onced i set it up i relized  battery life was at 75 % which i was thinking of replacing later on but about 3 weeks later my daughter was playing with it on the floor and it slipped off her hand and when it hit the ground (which was not that far from) the screen popped off now i have to figure out where to get it fixed

  
","1.0 out of 5 stars",35
"







  
  
    Good
  
","









  
  
    
  A lot better than I was expecting. No scratches. Used version.

  
","5.0 out of 5 stars",117
"







  
  
    What I asked for
  
","









  
  
    
  I’ve had the iPhone X for a close to a month so far no issues other then that it didn’t come with headphones

  
","5.0 out of 5 stars",117
"







  
  
    Great phone
  
","









  
  
    
  Was worried after reading reviews but this phone turned out to be great like brand new works perfect battery life 88% which is great love it

  
","5.0 out of 5 stars",117
"







  
  
    Great phone
  
","









  
  
    
  Great purchase.  I have no issues with my phone <U+0001F603>

  
","5.0 out of 5 stars",117
"







  
    Funciona perfectamente en Argentina
  
  
","









  
    
  Me súper agrado

  
  
","5.0 out of 5 stars",117
"







  
  
    Just be weary
  
","









  
  
    
  Sent me a iphone 7 lol. I dont write reviews but i was one of the unlucky ones to receive what i didnt ask for. Just be weary before buying that you might have to return it.

  
","1.0 out of 5 stars",117
"







  
  
    Money pit
  
","









  
  
    
  Phone started acting up a week after purchased. Already spent 300$ to get it fixed and now the keyboard is acting up too.

  
","1.0 out of 5 stars",117
"







  
  
    Poor Audio and not apple logo
  
","









  
  
    
  The audio was very bad. Scratches were all over the phone. The back of the phone did not have apple logo.

  
","3.0 out of 5 stars",117
