"review_title","review_text","review_star","page"
"







  
  
    Don’t be scared.  Looks & works same as new.  Buy now!
  
","









  
  
    
  This is the second referb iPhone I’ve bought from Amazon.  They work perfectly, and look perfect when you get them.  In general electronics either work, or they don’t.  So if you’re going to have a problem you’re going to know it right out of the box.  My next iphone will be another amazon referb.

  
","5.0 out of 5 stars",46
"







  
  
    Looks brand new to me!
  
","









  
  
    
  I just got it yesterday and today I'm using it, very happy with my new phoneits supposed to be refurbished (or renewed) bur it looks brand new to me, the only con that I can say is came with no SIM card, other than that I'm a happy customer.

  
","5.0 out of 5 stars",46
"







  
  
    Not fully satisfied
  
","









  
  
    
  I bought these phones for my kids for Christmas. Two of the three are perfectly fine, but the third one has a screen that is deeply gouged. I understand they are refurbished but come on. So now I have to spend the extra $50 to have the screen replaced as opposed to dealing with the hassle of trying to return it and chance it not being here on time.

  
","3.0 out of 5 stars",46
"







  
  
    PERFECT!! <U+2764><U+FE0F>
  
","









  
  
    
  This company provides beautiful renewed products! <U+0001F642> I wanted to allow some time to pass before writing a review. I couldn't be happier!I'm very skeptical making larger purchases online especially when it comes to tech products. I'm so glad I took the great deal this company offered as they delivered my phone with perfect quality 10/10.  I purchased the phone renewed and it arrived in seemingly brand new condition, everything works like new. A glitch once in a while is normal for all iPhones and I still haven't even seen one! I've been enjoying this phone every day since I received it <U+270C><U+0001F3FC>

  
","5.0 out of 5 stars",46
"







  
  
    A good purchase
  
","









  
  
    
  This was shipped very quickly.  The phone performs well.  It was the replacement for the fatally damaged iPhone 8 which my son had become very fond of.  Glad I made this replacement purchase.  Price was right.

  
","5.0 out of 5 stars",46
"







  
    Phone apple <U+0001F44C>
  
  
","









  
    
  Todo esta bien,mi único error fue escoger el celular más pequeño es lo que no me gusto.e estado notando que la batería del cel ,se descarga muy rápido,no entiendo que le pasa a mi cel. Pensé que estaría exelente todo

  
  
","4.0 out of 5 stars",46
"







  
  
    Poor battery life
  
","









  
  
    
  I got this phone as a no data device for my 5th grade daughter.  We were initially thrilled by its capabilities as it seemed to work as a brand new phone would. Quickly we realized we weren’t going to get much battery life out of it, but in the last month it has been challenging for my daughter to use the phone for more than 30 minutes without a cord.  Very disappointed as we were hoping this would last her through middle school.  Do not recommend.

  
","1.0 out of 5 stars",46
"







  
  
    Like new, great value, recommend purchasing.
  
","









  
  
    
  Purchased for my wife. She loves it. Battery life is excellent, device looks like new. Not a scratch. This is our first Apple product. Operation is different from Android phones, but it seems easier for her to operate. Overall a great device, worth the price.

  
","5.0 out of 5 stars",43
"







  
  
    It's NOT what you think....BEWARE
  
","









  
  
    
  I bought one of these only to find it was originally Korean or Chinese because in silent mode the camera still makes a very loud shutter sound (to adhere to their privacy laws)....and there is NO WAY TO TURN IT OFF! So I bought a second one....only to have it to the EXACT SAME THING....so BOTH are being returned. Don't waste your time.

  
","1.0 out of 5 stars",43
"







  
  
    False advertising
  
","









  
  
    
  The phone worked perfectly!! But it had few scratches on it which they didn’t mention on the description.. false advertisement.

  
","1.0 out of 5 stars",43
"







  
  
    A bit pricey for a used phone, but in like-new condition
  
","









  
  
    
  I was surprised at the high price for a phone that came out 3 years ago. The phone looks like it's in like-new condition. It arrived spotlessly clean in an Amazon branded box with an aftermarket charger. According to the ""battery health"" function in the phone, the battery is at 86% of original capacity. Not bad.

  
","3.0 out of 5 stars",43
