"amazon_review.content","amazon_review.sentiment","amazon","best","deliveri","easi","excel","good","great","machin","money","nice","price","product","qualiti","use","valu","wash","work"
"If you have hard water in your house then don't go for fully automatic machine. This product is good for you. Easy to operate and good results. You can definately go for it. You will not regrate.","positive",0,0,0,0.253042766766254,0,0.154882424309569,0,0.162406607653778,0,0,0,0.0819294138110257,0,0,0,0,0
"Best product ever..... I give you 1 suggestion ... !!!please !!!please provide. Semi automatic Washing machine Stand.","positive",0,0.302969188871989,0,0,0,0,0,0.187392239600513,0,0,0,0.094533939012722,0,0,0,0.203147608207321,0
"Drain button is too hard, I raised request to both Amazon and LG experts they visited home and said compare to other buttons drain button will be hard..is that true ?","positive",0.244303256996363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nice and good. I am using it. Very big. I think it will good for a family. Containing 6 members. There is no any damaga thaks amazon for safe delivery","positive",0.279203722281557,0,0.290295024101408,0,0,0.165945454617396,0,0,0,0.205693269020163,0,0,0,0.222440787137094,0,0,0
"I am very disappointing with payment mode as I choose COD but delivery merchant not having swipe machine or having google pay mode option overall it's good product","positive",0,0,0.254008146088732,0,0,0.0726011363951107,0,0.152256194675417,0,0,0,0.0768088254478366,0,0,0,0,0
"Nice Item delivered by cloudtail India. Thanks amazon.","positive",0.558407444563115,0,0,0,0,0,0,0,0,0.411386538040327,0,0,0,0,0,0,0
"Excellent one ,A good buy","positive",0,0,0,0,1.02432430033873,0.290404545580443,0,0,0,0,0,0,0,0,0,0,0
"Very good product and love to purchase again","positive",0,0,0,0,0,0.290404545580443,0,0,0,0,0,0.307235301791346,0,0,0,0,0
"Awesome😇😇😇😇😇","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nice product but lack of buzzer sound, in time washing cloth.","positive",0,0,0,0,0,0,0,0,0,0.359963220785286,0,0.153617650895673,0,0,0,0.330114863336896,0
"I am writing review of this product after 1 month of use. Washing machine is working very smoothly. Easy to use.. Value for money. On time delivery. Thanks.","positive",0,0,0.254008146088732,0.237227593843363,0,0,0,0.152256194675417,0.183662465958491,0,0,0.0768088254478366,0,0.389271377489914,0.190489282818163,0.165057431668448,0.233887640158272
"Value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Evergreen product","positive",0,0,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Warranty card not stamped. No follow up from dealers or company....sad","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excellent. Delivery service was great","positive",0,0,1.01603258435493,0,1.02432430033873,0,1.05953993429869,0,0,0,0,0,0,0,0,0,0
"Fine","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Nice washing machine I Bought for 13490 best for money I'm fully satisfied and thanks for amazon","positive",0.390885211194181,0.393859945533586,0,0,0,0,0,0.243609911480667,0.293859945533586,0.287970576628229,0,0,0,0,0,0.264091890669517,0
"Working fine , less noise . Good product.","positive",0,0,0,0,0,0.193603030386962,0,0,0,0,0,0.204823534527564,0,0,0,0,0.623700373755392
"using it for 1 month good product","positive",0,0,0,0,0,0.290404545580443,0,0,0,0,0,0.307235301791346,0,0.778542754979828,0,0,0
"Nice Product but Delivery boy behavior is not good.","positive",0,0,0.677355056236619,0,0,0.193603030386962,0,0,0,0.479950961047048,0,0.204823534527564,0,0,0,0,0
"Value of money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"It's very good product to buy. Value of money and Basket is also Big.","positive",0,0,0,0,0,0.145202272790221,0,0,0.367324931916982,0,0,0.153617650895673,0,0,0.380978565636327,0,0
"Very good Machine","positive",0,0,0,0,0,0.580809091160886,0,1.21804955740334,0,0,0,0,0,0,0,0,0
"Monster , very power full machine","positive",0,0,0,0,0,0,0,0.609024778701668,0,0,0,0,0,0,0,0,0
"osm product","positive",0,0,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Very low price compair than local retailers and distributors , My Family Happy with this. Thanks","positive",0,0,0,0,0,0,0,0,0,0,0.440997011597708,0,0,0,0,0,0
"It's good upon the expectation.","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0,0,0,0,0,0
"The build quality is very good. Look and feel awesome","positive",0,0,0,0,0,0.193603030386962,0,0,0,0,0,0,0.677355056236619,0,0,0,0
"nice washing machine. Very good for 6 people family.","positive",0,0,0,0,0,0.193603030386962,0,0.406016519134446,0,0.479950961047048,0,0,0,0,0,0.440153151115862,0
"good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Product is good it make esay to wash","positive",0,0,0,0,0,0.232323636464354,0,0,0,0,0,0.245788241433077,0,0,0,0.528183781339034,0
"Nice","positive",0,0,0,0,0,0,0,0,0,2.87970576628229,0,0,0,0,0,0,0
"Nice product but Amazon not share 1 year extendable warranty information..","positive",0.488606513992726,0,0,0,0,0,0,0,0,0.359963220785286,0,0.153617650895673,0,0,0,0,0
"I like this product because we hadn't faced any problems till now and it's cleaning capacity is good. I purchased before two months only","positive",0,0,0,0,0,0.0968015151934809,0,0,0,0,0,0.102411767263782,0,0,0,0,0
"Very smooth, noiseless, spacious, great product,delivered within 3days, love it.","positive",0,0,0,0,0,0,0.529769967149346,0,0,0,0,0,0,0,0,0,0
"Super Product Buy It Without Tension","positive",0,0,0,0,0,0,0,0,0,0,0,0.245788241433077,0,0,0,0,0
"The product is very good for a big family with low power consumption","positive",0,0,0,0,0,0.165945454617396,0,0,0,0,0,0.175563029595055,0,0,0,0,0
"This is a good product bast quality products","positive",0,0,0,0,0,0.232323636464354,0,0,0,0,0,0.491576482866154,0.812826067483943,0,0,0,0
"Excellent","positive",0,0,0,0,4.09729720135492,0,0,0,0,0,0,0,0,0,0,0,0
"Very good machine but dryer size must increase.","positive",0,0,0,0,0,0.193603030386962,0,0.406016519134446,0,0,0,0,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Easy to use and maintain","positive",0,0,0,1.26521383383127,0,0,0,0,0,0,0,0,0,1.03805700663977,0,0,0
"Excellent product from LG and good price from Amazon","positive",0.781770422388361,0,0,0,0.819459440270983,0.232323636464354,0,0,0,0,0.793794620875875,0.245788241433077,0,0,0,0,0
"Very good product of LG electronics","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"Good washing machine.But seller didnt send warranty card.","positive",0,0,0,0,0,0.145202272790221,0,0.304512389350834,0,0,0,0,0,0,0,0.330114863336896,0
"Completely satisfied... with Gool Life","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Easy To Use And Fully Value of money👍","positive",0,0,0,0.759128300298763,0,0,0,0,0,0,0,0,0,0.622834203983862,0.609565705018123,0,0
"Good product. Value for money.","positive",0,0,0,0,0,0.290404545580443,0,0,0.734649863833964,0,0,0.307235301791346,0,0,0.761957131272654,0,0
"Excellent","positive",0,0,0,0,4.09729720135492,0,0,0,0,0,0,0,0,0,0,0,0
"Great product but I want extended warranty","positive",0,0,0,0,0,0,0.847631947438953,0,0,0,0,0.245788241433077,0,0,0,0,0
"It' good ,💕💯💯💯💯💯💯👌👌👌👌","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0,0,0,0,0,0
"VALUE FOR MONEY","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Very good in size,shape & working....","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0,0,0,0,0,1.24740074751078
"Nice washing machine","positive",0,0,0,0,0,0,0,0.812033038268891,0,0.959901922094096,0,0,0,0,0,0.880306302231724,0
"Life Good","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0,0,0,0,0,0
"Perfect one","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This product is very good ❤❤","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"Value of money good product","positive",0,0,0,0,0,0.290404545580443,0,0,0.734649863833964,0,0,0.307235301791346,0,0,0.761957131272654,0,0
"Very Nice Product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Great product for family of 5","positive",0,0,0,0,0,0,1.41271991239825,0,0,0,0,0.409647069055129,0,0,0,0,0
"LG is LG. Best product","positive",0,1.96929972766793,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"I like LG","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good amazing very happy","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0,0,0,0,0,0
"I didn't received warranty card....","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Easy for life","positive",0,0,0,1.89782075074691,0,0,0,0,0,0,0,0,0,0,0,0,0
"best","positive",0,3.93859945533586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nice","positive",0,0,0,0,0,0,0,0,0,2.87970576628229,0,0,0,0,0,0,0
"Dhamka deal","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Very good product..","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Nice machine good working","positive",0,0,0,0,0,0.290404545580443,0,0.609024778701668,0,0.719926441570572,0,0,0,0,0,0,0.935550560633088
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Product is good","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Great experience","positive",0,0,0,0,0,0,2.11907986859738,0,0,0,0,0,0,0,0,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Delivery speed is great","positive",0,0,1.35471011247324,0,0,0,1.41271991239825,0,0,0,0,0,0,0,0,0,0
"nic","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Super product","positive",0,0,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Suprrr","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Ok","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Overall performance is good","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0,0,0,0,0,0
"Satisfied","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Superb!. Excellent deal.","positive",0,0,0,0,1.36576573378497,0,0,0,0,0,0,0,0,0,0,0,0
"Nice","positive",0,0,0,0,0,0,0,0,0,2.87970576628229,0,0,0,0,0,0,0
"good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Very nice product. I love it","positive",0,0,0,0,0,0,0,0,0,0.959901922094096,0,0.409647069055129,0,0,0,0,0
"Good Product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Very good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Nice product and delivered on time","positive",0,0,0,0,0,0,0,0,0,0.719926441570572,0,0.307235301791346,0,0,0,0,0
"This machine has one good thing about the product that is Rat away which keep the rats free from your valuable machine resulting in long life.. this is my second machine , first one(P1515R3SA) is similar to this which is no longer available now and working good as of now.. I Purchased this machine offline from LG brand store in Meerut who provided me this beauty in 14700/- INR with 14000/- Shopping coupons from LG electronics to buy movie tickets,clothes from brand store, Jewelry discount and yatra voucher.. also along with 2 year warranty, Seller provided me one year free AMC and Insurance FOC.. Best deal so far.. I shall edit the review after 1-2 months of usage.","positive",0,0.0587850664975501,0,0,0,0.0346751696215454,0,0.145438753122786,0,0,0,0.0183424060770953,0,0,0,0,0.0558537648139157
"Nice product delivered by amazon.. But delivering process is too late","positive",0.558407444563115,0,0,0,0,0,0,0,0,0.411386538040327,0,0.175563029595055,0,0,0,0,0
"Value for money. Happy happy happy happy happy , good product log kg washing machine large family easy to use","positive",0,0,0,0.237227593843363,0,0.0726011363951107,0,0.152256194675417,0.183662465958491,0,0,0.0768088254478366,0,0.194635688744957,0.190489282818163,0.165057431668448,0
"Good qulity and easy to use","positive",0,0,0,0.948910375373453,0,0.290404545580443,0,0,0,0,0,0,0,0.778542754979828,0,0,0
"Good and excellent product.","positive",0,0,0,0,1.36576573378497,0.387206060773924,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"Good Product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Easy to Use","positive",0,0,0,1.89782075074691,0,0,0,0,0,0,0,0,0,1.55708550995966,0,0,0
"Very good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"I am totally satisfied with product quality and performance, also hats off to delivery persons. Not even single ripped area on delivery box. ❤️🙌","positive",0,0,0.508016292177464,0,0,0,0,0,0,0,0,0.0768088254478366,0.254008146088732,0,0,0,0
"I am using 6.5 kg LG washing machine for the last twenty years with zero complaints or repair. Now I have changed it with the bigger 11 KG LG washing machine as 6.5 was not sufficient now.. Its delivery was on time, sage not damage. I used the same day as it was Sunday.. The tubs are bigger and speeds are perfect. Good for washing single blankets even if they are heavy. DOuble bed blanket I have not tried yet.. Happy with my choise","positive",0,0,0.101603258435493,0,0,0.0290404545580443,0,0.121804955740334,0,0,0,0,0,0.155708550995966,0,0.198068918002138,0
"Good product , 11 Kg capacity , and get fast delivery , packing was good, received sound & safe product.","positive",0,0,0.33867752811831,0,0,0.193603030386962,0,0,0,0,0,0.204823534527564,0,0,0,0,0
"My mom really loves it","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Many of them would be in a dilama after seeing this product whether to buy this or not.Even I too was in that dilama but after unboxing it and using it for a several month..till now there is no problem with this.. it's working smooth","positive",0,0,0,0,0,0,0,0,0,0,0,0.0768088254478366,0,0.194635688744957,0,0,0.233887640158272
"This machine is obviously good buying option if you are looking for.. LG has done good job but except it's weight n great solid body material it has no any extra benefits or speciality that could come under this range . Performance wise n overall it should come under 15k. Not more than that !!","positive",0,0,0,0,0,0.0968015151934809,0.176589989049782,0.101504129783611,0,0,0,0,0,0,0,0,0
"It is a good quality product and durable product with 5 years warranty on motor. LG Home appliances are generally very good and durable products barring few exceptions. Even their after sales Support network is very good and pan India coverage. So it gives you peace of mind.","positive",0,0,0,0,0,0.129068686924641,0,0,0,0,0,0.136549023018376,0.15052334583036,0,0,0,0
"I have purchased LG 11 kgs. Semi-automatic washing machine on exchange of my old same brand 6.8 kg Semi-automatic washing machine. Obviously this repeat purchase of same brand is because of LG quality promise.Thank you Amazon for making it available on your platform.","positive",0.186135814854372,0,0,0,0,0,0,0.232009439505397,0,0,0,0,0.193530016067606,0,0,0.251516086351921,0
"Good i am very happy...😊😊😊😊","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0,0,0,0,0,0
"It works awesome. Very good. We can wash anything in that. The only thing is the spinner cap is very delicate. no damage to the item good packaging.","positive",0,0,0,0,0,0.165945454617396,0,0,0,0,0,0,0,0,0,0.188637064763941,0.267300160180882
"I got this amazing washing machine at a very competitive price with an exchange offer. Thanks Amazon 👍","positive",0.35535019199471,0,0,0,0,0,0,0.221463555891516,0,0,0.360815736761761,0,0,0,0,0.240083536972288,0
"I liked this semi automatic washing machine very much.. It's awesome and colour of it is too good .in love with it😇🥰. U can hopefully go through it. Thank u for reading❣and it is also working too good.","positive",0,0,0,0,0,0.129068686924641,0,0.135338839711482,0,0,0,0,0,0,0,0.146717717038621,0.207900124585131
"The bill print of product is not clear . Send new bill print which should be clear . If new print will not send yo us then we can get a problem at a time of warranty.. SEND NEW PRINT ON THIS EMAIL ID. nileshkarnawat4@gmail","positive",0,0,0,0,0,0,0,0,0,0,0,0.055860963962063,0,0,0,0,0
"Great value for money it's to big guys excellent product at corona time","positive",0,0,0,0,0.455255244594991,0,0.470906637466085,0,0.326511050592873,0,0,0.136549023018376,0,0,0.338647613898957,0,0
"I have only one word about the product that is Awesome.","positive",0,0,0,0,0,0,0,0,0,0,0,0.307235301791346,0,0,0,0,0
"Very good product,. Value for money. Thank you Amazon.","positive",0.651475351990301,0,0,0,0,0.193603030386962,0,0,0.489766575889309,0,0,0.204823534527564,0,0,0.507971420848436,0,0
"I am very happy very helpful this machine","positive",0,0,0,0,0,0,0,0.812033038268891,0,0,0,0,0,0,0,0,0
"Value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Osm products ,easy to use, low maintenance cost.","positive",0,0,0,0.542234500213402,0,0,0,0,0,0,0,0.175563029595055,0,0.444881574274187,0,0,0
"Value for money, just go for it","positive",0,0,0,0,0,0,0,0,0.979533151778619,0,0,0,0,0,1.01594284169687,0,0
"Very nice product by LG","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Good machine...","positive",0,0,0,0,0,0.580809091160886,0,1.21804955740334,0,0,0,0,0,0,0,0,0
"superb also happy and satified with this product also at min . cost i bought this. In showroom it cost is too expensive","positive",0,0,0,0,0,0,0,0,0,0,0,0.102411767263782,0,0,0,0,0
"We are waiting for the technician to come for demo","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tooo Good ....Best product with service","positive",0,0.787719891067171,0,0,0,0.232323636464354,0,0,0,0,0,0.245788241433077,0,0,0,0,0
"Washing machine is too good.. Supplier trishul agency is very cooperative. Very fast delivery.","positive",0,0,0.451570037491079,0,0,0.129068686924641,0,0.270677679422964,0,0,0,0,0,0,0,0.293435434077241,0
"Good Product, an easy to operate. They delivered with out any damages. Overall happy","positive",0,0,0,0.474455187686727,0,0.145202272790221,0,0,0,0,0,0.153617650895673,0,0,0,0,0
"Value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Best in semi automatic machiness must buy 😍😍😍😍😍. Best for daily use very powerful motor.","positive",0,0.656433242555976,0,0,0,0,0,0,0,0,0,0,0,0.259514251659943,0,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Good working","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0,0,0,0,0,1.87110112126618
"Cloth washing","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32045945334759,0
"Best in the price range 👍👍","positive",0,0.984649863833964,0,0,0,0,0,0,0,0,0.992243276094844,0,0,0,0,0,0
"Na","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This product is very good. For home use","positive",0,0,0,0,0,0.290404545580443,0,0,0,0,0,0.307235301791346,0,0.778542754979828,0,0,0
"Value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Best product for lg","positive",0,1.96929972766793,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Really good product","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"A very good quality product of LG.","positive",0,0,0,0,0,0.387206060773924,0,0,0,0,0,0.409647069055129,1.35471011247324,0,0,0,0
"Value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"I like this product and app","positive",0,0,0,0,0,0,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"Nice Product Super Quality 👍👌","positive",0,0,0,0,0,0,0,0,0,0.575941153256458,0,0.245788241433077,0.812826067483943,0,0,0,0
"Excellent machine","positive",0,0,0,0,2.04864860067746,0,0,1.21804955740334,0,0,0,0,0,0,0,0,0
"Product is good","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Excellent LG","positive",0,0,0,0,4.09729720135492,0,0,0,0,0,0,0,0,0,0,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Very good item","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0,0,0,0,0,0
"GOOD","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Like","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Easy","positive",0,0,0,3.79564150149381,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Good Product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"very good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Like like like like like like like like like like like like like like like like like like like like","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Very nice prodak","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0,0,0,0,0,0
"It is awesome","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Perfectly worth the money if someone wants to Buy a top load . Bosch the best in terms of quality and service for installation","positive",0,0.28132853252399,0,0,0,0,0,0,0.209899961095418,0,0,0,0.290295024101408,0,0,0,0
"Received good quality of product. And amoazon delivered safely.. But the only problem is instalation process is too late.","positive",0,0,0,0,0,0.105601652938343,0,0,0,0,0,0.111721927924126,0.369466394310883,0,0,0,0
"Top class performance that's it.","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excellent product","positive",0,0,0,0,2.04864860067746,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Low noise","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nice product","positive",0,0,0,0,0,0,0,0,0,1.43985288314114,0,0.614470603582693,0,0,0,0,0
"Bosch as a brand is very comprehensive and of good quality. Better than the Korean brand products anyday.","positive",0,0,0,0,0,0.116161818232177,0,0,0,0,0,0.122894120716539,0.406413033741972,0,0,0,0
"Its absolutely value for money and so easy to use..well satisfied with this product ...should of course try it...","positive",0,0,0,0.421737944610424,0,0,0,0,0.326511050592873,0,0,0.136549023018376,0,0,0.338647613898957,0,0
"Awesome product","positive",0,0,0,0,0,0,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"By mistake I wrote a wrong review of another product. This one is great, except it needs service due to new smell. Thanks","positive",0,0,0,0,0,0,0.282543982479651,0,0,0,0,0.0819294138110257,0,0,0,0,0
"Very good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Very good product","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"Nice","positive",0,0,0,0,0,0,0,0,0,2.87970576628229,0,0,0,0,0,0,0
"Value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Overall its a good product and good service by Amazon.","positive",0.651475351990301,0,0,0,0,0.387206060773924,0,0,0,0,0,0.204823534527564,0,0,0,0,0
"worth buy","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Very good washing machine. Value for money","positive",0,0,0,0,0,0.232323636464354,0,0.487219822961335,0.587719891067171,0,0,0,0,0,0.609565705018123,0.528183781339034,0
"Good","positive",0,0,0,0,0,1.16161818232177,0,0,0,0,0,0,0,0,0,0,0
"Very helpful product for Bosch","positive",0,0,0,0,0,0,0,0,0,0,0,0.409647069055129,0,0,0,0,0
"This is a good product.","positive",0,0,0,0,0,0.580809091160886,0,0,0,0,0,0.614470603582693,0,0,0,0,0
"It is very easy to use. Value for money","positive",0,0,0,0.948910375373453,0,0,0,0,0.734649863833964,0,0,0,0,0.778542754979828,0.761957131272654,0,0
"value for money","positive",0,0,0,0,0,0,0,0,1.46929972766793,0,0,0,0,0,1.52391426254531,0,0
"Nice","positive",0,0,0,0,0,0,0,0,0,2.87970576628229,0,0,0,0,0,0,0
"I purchased it during amazon sale last month in October 2020. Got it for 13,700₹ after discount. Very easy to use, doesn’t makes that much noise like other brands, it also dries up clothes & washing level is also awesome. After so much reviews & price tag from other brands, I found Bosch the best. + I got 2 years warranty which is a bonus point. For a family of 3-5, it’s the best choice. Engineer called me before da product was delivered & I asked him to come once product will be delivered & he came on the same day. I found white color the best & beautiful. Overall, it’s an amazing machine that one will definitely like it...👍🏻👍🏻👍🏻","positive",0.0610758142490907,0.184621849468868,0,0.0593068984608408,0,0,0,0.0380640486688543,0,0,0.0620152047559277,0.0384044127239183,0,0.0486589221862392,0,0.0412643579171121,0
"It's a good product. Washing is as good as my previous one.i didn't find any drying issue. Good rate I got it from retail","positive",0,0,0,0,0,0.268065734381947,0,0,0,0,0,0.094533939012722,0,0,0,0.203147608207321,0
"It's been two years,, still working fine.. Cleans and dry the clothes nicely.. Error message makes easy to use and find root cause for problem(like open of lid while spinning or water level). No issues observed while cleaning.. No noise issues.","positive",0,0,0,0.13555862505335,0,0,0,0,0,0.102846634510082,0,0,0,0.111220393568547,0,0,0.133650080090441
"Very efficient motor,washes quickly","positive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The bosch washing machine bought in the grwat indian featival was a deal i was waiting for, the product is as expected and the quality is awesome. The noise level though is a little high and is pure value gor money.","positive",0,0,0,0,0,0,0,0.110731777945758,0.133572702515266,0,0,0.055860963962063,0.184733197155442,0,0.138537660231392,0.120041768486144,0
